Column1.1	Column1.2	Column1.3	Column2	Column3	Column4	Column5	Column6
HF968497	Phaeobacterium nitratireducens	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Phaeobacterium	c	type sp.		"
AJ002798	Thiocapsa rosea	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiocapsa	c			"
AF113000	Thiocapsa roseopersicina	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiocapsa	c	type sp.		"
AJ242772	Thiocapsa litoralis	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiocapsa	c			"
AFWV01000002	Thiocapsa marina	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiocapsa	c			"
AJ002797	Thiocapsa pendens	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiocapsa	c			"
EF999974	Thiodictyon bacillosum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiodictyon	c			"
EF999973	Thiodictyon elegans	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiodictyon	c	type sp.		"
ARBC01000182	Lamprocystis purpurea	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Lamprocystis	c			"
AJ006063	Lamprocystis roseopersicina	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Lamprocystis	c	type sp.		"
FM210274	Phaeochromatium fluminis	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Phaeochromatium	c	type sp.		"
AB016986	Thiorhodovibrio winogradskyi	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiorhodovibrio	c	type sp.		"
X93472	Halochromatium glycolicum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Halochromatium	c			"
X98597	Halochromatium salexigens	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Halochromatium	c	type sp.		"
AM283535	Halochromatium roseum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Halochromatium	c			"
AJ002796	Thiohalocapsa halophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiohalocapsa	c	type sp.		"
AM491592	Thiohalocapsa marina	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiohalocapsa	c			"
AJ010125	Thioflavicoccus mobilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thioflavicoccus	c	type sp.		"
Y12373	Thiococcus pfennigii	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiococcus	c	type sp.		"
AJ277023	Thioalkalicoccus limnaeus	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thioalkalicoccus	c	type sp.		"
AJ224430	Isochromatium buderi	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Isochromatium	c	type sp.		"
X84316	Rhabdochromatium marinum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Rhabdochromatium	c	type sp.		"
MN999710	Caldichromatium japonicum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Caldichromatium	c	type sp.		"
M59150	Thermochromatium tepidum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thermochromatium	c	type sp.		"
FM178271	Thiolamprovum pedioforme	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	"Thiolamprovum	c	type sp.		"
KY643661	Thiosocius teredinicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis	"Thiosocius	c	type sp.		"
AP012273	Thiolapillus brandeum	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis	"Thiolapillus	c	type sp.		"
LC010781	Thiomicrorhabdus hydrogeniphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
AF013974	Thiomicrorhabdus frisia	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c	type sp.		"
MK938301	Thiomicrorhabdus sediminis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
MH590687	Thiomicrorhabdus indica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
MT514495	Thiomicrorhabdus xiamenensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
D86374	Hydrogenovibrio marinus	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Hydrogenovibrio	c	type sp.		"
AF013978	Hydrogenovibrio kuenenii	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Hydrogenovibrio	c			"
L40810	Hydrogenovibrio crunogenus	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Hydrogenovibrio	c			"
AB166731	Hydrogenovibrio thermophilus	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Hydrogenovibrio	c			"
ARAR01000001	Hydrogenovibrio halophilus	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Hydrogenovibrio	c			"
AJ404731	Thiomicrorhabdus arctica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
AJ404732	Thiomicrorhabdus psychrophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
AF013975	Thiomicrorhabdus chilensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
JQ080912	Galenea microaerophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Galenea	c	type sp.		"
LC167090	Thiomicrorhabdus aquaedulcis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrorhabdus	c			"
L40809	Thiomicrospira pelophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrospira	c	type sp.		"
AF016046	Thiomicrospira thyasirae	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrospira	c			"
DQ900623	Thiomicrospira microaerophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrospira	c			"
AF126548	Thiomicrospira aerophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrospira	c			"
AF126549	Thiomicrospira sibirica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrospira	c			"
CP002776	Thiomicrospira cyclica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Thiomicrospira	c			"
AB245479	Sulfurivirga caldicuralii	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Sulfurivirga	c	type sp.		"
AB266389	Thioprofundum hispidum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioprofundaceae	"Thioprofundum	c			"
AB468957	Thioprofundum lithotrophicum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioprofundaceae	"Thioprofundum	c	type sp.		"
EF495228	Granulosicoccus antarcticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	"Granulosicoccus	c	type sp.		"
KF146345	Granulosicoccus marinus	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	"Granulosicoccus	c			"
FJ535355	Granulosicoccus coccoides	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	"Granulosicoccus	c			"
KJ855315	Granulosicoccus undariae	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	"Granulosicoccus	c			"
AB983478	Thiogranum longum	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	"Thiogranum	c	type sp.		"
ATZE01000023	Sedimenticola selenatireducens	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis	"Sedimenticola	c	type sp.		"
JN882289	Sedimenticola thiotaurini	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis	"Sedimenticola	c			"
HQ379738	Endothiovibrio diazotrophicus	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	"Endothiovibrio	c	type sp.		"
DQ834966	Methylohalomonas lacus	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	"Methylohalomonas	c	type sp.		"
LC131141	Sulfuriflexus mobilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	"Sulfuriflexus	c	type sp.		"
DQ469584	Thiohalophilus thiocyanatoxydans	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	"Thiohalophilus	c	type sp.		"
FJ482231	Thiohalobacter thiocyanaticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Gammaproteobacteria_incertae_sedis	"Thiohalobacter	c	type sp.		"
ARCL01000068	Thiofilum flexile	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiofilaceae	"Thiofilum	c	type sp.		"
AB042545	Thiothrix flexilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	s		Thiofilum flexile	Bacteria"
AF127020	Thiothrix defluvii	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c			"
AB042532	Thiothrix disciformis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	s		Thiolinea disciformis	Bacteria"
AQVE01000036	Thiolinea disciformis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiolineaceae	"Thiolinea	c	type sp.		"
AB042819	Thiothrix eikelboomii	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c			"
GU269554	Thiothrix fructosivorans	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c			"
L79961	Thiothrix unzii	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c			"
EU642573	Thiothrix caldifontis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c			"
EU642572	Thiothrix lacustris	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c			"
AJUL01000009	Thiothrix nivea	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Thiothrix	c	type sp.		"
KX257199	Salinibius halmophilus	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	"Salinibius	c	type sp.		 c"
JX501256	Leucothrix pacifica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Leucothrix	c			"
KJ160496	Leucothrix arctica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Leucothrix	c			"
ATTE01000001	Leucothrix mucor	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Leucothrix	c	type sp.		"
AB495251	Cocleimonas flava	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	"Cocleimonas	c	type sp.		"
AF177297	Methylosarcina quisquiliarum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylosarcina	c			"
HQ676599	Methylococcus mobilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylococcus	c			"
AF177296	Methylosarcina fibrata	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylosarcina	c	type sp.		"
AY007296	Methylomicrobium lacus	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomicrobium	c			"
X72767	Methylomicrobium agile	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomicrobium	c	type sp.		"
X72777	Methylomicrobium album	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomicrobium	c			"
EF495157	Methylotuvimicrobium alcaliphilum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcales_incertae_sedis	"Methylotuvimicrobium	c	type sp.		"
D89279	Methylomicrobium japanense	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomicrobium	c			"
X72775	Methylomicrobium pelagicum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomicrobium	c			"
AJ132384	Methylotuvimicrobium kenyense	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcales_incertae_sedis	"Methylotuvimicrobium	c			"
AF307138	Methylomicrobium buryatense	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomicrobium	c			"
AF152597	Methylobacter psychrophilus	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylobacter	c			"
AEGW02000009	Methylobacter tundripaludum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylobacter	c			"
KF484906	Methyloprofundus sedimenti	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methyloprofundus	c	type sp.		"
AF304197	Methylobacter marinus	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylobacter	c			"
X72773	Methylobacter whittenburyi	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylobacter	c			"
AF304195	Methylobacter luteus	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylobacter	c	type sp.		"
KC963966	Methylicorpusculum oleiharenae	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylicorpusculum	c	type sp.		"
X72776	Methylomonas aurantiaca	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c			"
X72778	Methylomonas fodinarum	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c			"
AB538964	Methylomonas koyamae	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c			"
AF304196	Methylomonas methanica	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c	type sp.		"
HE801216	Methylomonas paludis	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c			"
AJ131369	Methylomonas scandinavica	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c			"
FR798962	Methylomonas lenta	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomonas	c			"
JN386974	Methyloglobulus morosus	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methyloglobulus	c	type sp.		"
DQ119050	Methylosoma difficile	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylosoma	c	type sp.		"
AB501287	Methylovulum miyakonense	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylovulum	c	type sp.		"
KT381578	Methylovulum psychrotolerans	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylovulum	c			"
KP793700	Methylocucumis oryzae	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylocucumis	c	type sp.		"
U67929	Methylosphaera hansonii	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylosphaera	c	type sp.		"
AB301717	Methylomarinum vadi	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	"Methylomarinum	c	type sp.		"
L34955	Cycloclasticus pugetii	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Cycloclasticus	c	type sp.		"
AY694421	Methylophaga muralis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
CP003390	Methylophaga nitratireducenticrescens	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
AF384373	Methylophaga alcalica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
CP003380	Methylophaga frappieri	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
DQ463161	Methylophaga aminisulfidivorans	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
X95460	Methylophaga thalassica	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
AB681779	Methylophaga sulfidovorans	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
X95459	Methylophaga marina	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c	type sp.		"
JF330773	Methylophaga lonarensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
DQ660915	Methylophaga thiooxydans	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	"Methylophaga	c			"
HQ180192	Acinetobacter nosocomialis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
FJ860878	Acinetobacter seifertii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
HQ180184	Acinetobacter pittii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
AJ888983	Acinetobacter calcoaceticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c	type sp.		 c"
KU921101	Acinetobacter lactucae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
DQ832256	Acinetobacter brisouii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KX870878	Acinetobacter guerrae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APQA01000026	Acinetobacter ursingii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
MW114828	Acinetobacter kanungonis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
HE651929	Acinetobacter tandoii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
AJ626712	Acinetobacter beijerinckii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APQQ01000002	Acinetobacter haemolyticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APQD01000004	Acinetobacter bouvetii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APON01000041	Acinetobacter johnsonii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KT997475	Acinetobacter proteolyticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KT997473	Acinetobacter dispersus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
HE651928	Acinetobacter tjernbergiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
AIEB01000124	Acinetobacter parvus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
AJ293694	Acinetobacter gyllenbergii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KM206131	Acinetobacter gandensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
MK796535	Acinetobacter chengduensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
CP035934	Acinetobacter cumulans	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
CP032134	Acinetobacter chinensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
MH179327	Acinetobacter sichuanensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
MF062566	Acinetobacter piscicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KX870877	Acinetobacter portensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KY435933	Acinetobacter defluvii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
JX982123	Acinetobacter qingfengensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KY853661	Acinetobacter wuhouensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APQG01000050	Acinetobacter bereziniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APOS01000028	Acinetobacter guillouiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KU560468	Acinetobacter larvae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
EF204258	Acinetobacter rudis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
AJ295007	Acinetobacter venetianus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
X81664	Acinetobacter junii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KT997474	Acinetobacter modestus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APPN01000046	Acinetobacter gerneri	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
JN664255	Acinetobacter puyangensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KM518626	Acinetobacter populi	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
MT138756	Acinetobacter stercoris	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
X81660	Acinetobacter baumannii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KT997472	Acinetobacter courvalinii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KT997477	Acinetobacter vivianii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APPT01000006	Acinetobacter baylyi	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
EU290155	Acinetobacter soli	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KT032155	Acinetobacter halotolerans	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APPQ01000011	Acinetobacter schindleri	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
JX137279	Acinetobacter kookii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KF679797	Acinetobacter bohemicus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KX548337	Acinetobacter celticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KX014586	Acinetobacter pragensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
APQS01000019	Acinetobacter lwoffii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
PHRG01000000	Acinetobacter pseudolwoffii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
JN175353	Prolinoborus fasciculus	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	"Prolinoborus	c	type sp.		"
MT138534	Acinetobacter shaoyimingii	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
JABERI010000001	Acinetobacter terrae	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
SJNZ01000001	Acinetobacter terrestris	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
KR611794	Acinetobacter albensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	"Acinetobacter	c			 c"
