Column1.1	Column1.2	Column1.3	Column2	Column3	Column4	Column5	Column6
AB681979	Trabulsiella guamensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Trabulsiella	c	type sp.		"
DQ453129	Trabulsiella odontotermitis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Trabulsiella	c			"
HG972968	Enterobacillus tribolii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacillus	c	type sp.		"
KP319034	Mangrovibacter phragmitis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Mangrovibacter	c			"
EF643377	Mangrovibacter plantisponsor	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Mangrovibacter	c	type sp.		"
KM089834	Mangrovibacter yixingensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Mangrovibacter	c			"
AF029227	Salmonella bongori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
MK942857	Klebsiella indica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AF008580	Salmonella enterica subsp. arizonae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
EU014680	Salmonella enterica subsp. indica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
EU014684	Salmonella enterica subsp. houtenae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
EU014688	Salmonella enterica subsp. diarizonae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
EU014685	Salmonella enterica subsp. salamae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
AE006468	Salmonella enterica subsp. enterica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c	type sp.		"
AF530475	Escherichia fergusonii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Escherichia	c			"
X96963	Shigella flexneri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Shigella	c			"
X80725	Escherichia coli	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Escherichia	c	type sp.		"
FR870445	Shigella sonnei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Shigella	c			"
KJ787692	Escherichia marmotae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Escherichia	c			"
LR745848	Escherichia ruysiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Escherichia	c			"
X96966	Shigella dysenteriae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Shigella	c	type sp.		"
AJ508775	Escherichia albertii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Escherichia	c			"
HF558388	Shigella boydii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Shigella	c			"
MK734184	Intestinirhabdus alba	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Intestinirhabdus	c	type sp.		"
HQ992945	Citrobacter koseri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
FR870441	Citrobacter amalonaticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AF025371	Citrobacter farmeri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
MN603664	Citrobacter telavivensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AF025363	Citrobacter rodentium	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AF025364	Citrobacter sedlakii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AB682276	Escherichia hermannii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Escherichia	c			"
AY373829	Salmonella subterranea	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Salmonella	c			"
AJ508303	Kosakonia cowanii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
MK040622	Klebsiella africana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
HG933296	Klebsiella quasipneumoniae subsp. quasipneumoniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AF130982	Klebsiella pneumoniae subsp. ozaenae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
MK040621	Klebsiella variicola subsp. tropica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
Y17657	Klebsiella pneumoniae subsp. rhinoscleromatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
HG933295	Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
X87276	Klebsiella pneumoniae subsp. pneumoniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c	type sp.		"
CP010523	Klebsiella variicola subsp. variicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AF009171	Klebsiella granulomatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AJ251469	Enterobacter cloacae subsp. cloacae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c	type sp.		"
AJ417484	Enterobacter cloacae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
HQ651841	Enterobacter cloacae subsp. dissolvens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
HQ888848	Enterobacter siamensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
JF795013	Kosakonia oryziphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
EU672801	Kosakonia arachidis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c	type sp.		"
EF488759	Kosakonia oryzae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
CP018016	Kosakonia radicincitans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
KP345901	Kosakonia pseudosacchari	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
JQ001784	Kosakonia sacchari	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
JF795011	Kosakonia oryzendophytica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
MK567956	Kosakonia quasisacchari	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kosakonia	c			"
LK054215	Siccibacter colletis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Siccibacter	c			"
DQ273681	Siccibacter turicensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Siccibacter	c	type sp.		"
JN657217	Phytobacter massiliensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Phytobacter	c			"
KX893413	Phytobacter palmae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Phytobacter	c			"
FJ611881	Phytobacter ursingii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Phytobacter	c			"
DQ821583	Phytobacter diazotrophicus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Phytobacter	c	type sp.		"
AB273741	Citrobacter youngae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
LC368255	Enterobacter oligotrophicus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
EF059838	Cronobacter dublinensis subsp. lactaridi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
EF059841	Cronobacter dublinensis subsp. lausannensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
MF118666	Cronobacter dublinensis subsp. dublinensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
EF059891	Cronobacter turicensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
EF059877	Cronobacter universalis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
AJKU01000067	Cronobacter muytjensii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
CAKW01000111	Cronobacter condimenti	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
AJKV01000019	Cronobacter malonaticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c			"
EF088379	Cronobacter sakazakii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cronobacter	c	type sp.		"
KX865161	Franconibacter daqui	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Franconibacter	c			"
DQ273684	Franconibacter pulveris	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Franconibacter	c			"
DQ273688	Franconibacter helveticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Franconibacter	c	type sp.		"
CP001560	Shimwellia blattae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Shimwellia	c			"
FJ267523	Shimwellia pseudoproteus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Shimwellia	c	type sp.		"
KF500917	Erwinia teleogrylli	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
GQ405202	Erwinia piriflorinigrans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
AB242880	Erwinia pyrifoliae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
AJ233410	Erwinia amylovora	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c	type sp.		"
AB546198	Erwinia uzenensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
AM055716	Erwinia tasmaniensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
MK722097	Mixta tenebrionis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Mixta	c			"
FN547376	Erwinia aphidicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
AJ233417	Erwinia rhapontici	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
Z96086	Erwinia persicina	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
Y13249	Erwinia billingiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
LN624761	Erwinia endophytica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
EU216736	Pantoea eucrina	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
JF295057	Pantoea wallisii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
DQ504305	Pantoea dispersa	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
KJ427829	Pantoea coffeiphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
AJ233414	Erwinia mallotivora	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
JQ809696	Erwinia psidii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
Y13250	Erwinia tracheiphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
KP326384	Mixta intestinalis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Mixta	c			"
AB907776	Mixta theicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Mixta	c			"
GU810925	Erwinia oleae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
KY744694	Izhakiella australiensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Izhakiella	c			"
KF436763	Izhakiella capsodis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Izhakiella	c	type sp.		"
FJ611848	Erwinia gerundensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
GQ367478	Mixta calida	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Mixta	c	type sp.		"
GQ367483	Mixta gaviniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Mixta	c			"
MG923525	Kalamiella piersonii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Kalamiella	c	type sp.		"
KM870781	Erwinia iniecta	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
FR870447	Erwinia toletana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
GU166291	Erwinia typographi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Erwinia	c			"
AJ233413	Pantoea cypripedii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
AJ508302	Enterobacter hormaechei subsp. hormaechei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
MK567958	Enterobacter quasihormaechei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
HF679035	Enterobacter hormaechei subsp. Xiangfangensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c		Enterobacter hormaechei subsp. xiangfangensis	"
AB004748	Pluralibacter gergoviae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Pluralibacter	c	type sp.		"
AJ010486	Pluralibacter pyrinus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Pluralibacter	c			"
AJ853889	Enterobacter hormaechei subsp. oharae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
AJ853890	Enterobacter hormaechei subsp. steigerwaltii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
CP017186	Enterobacter hormaechei subsp. hoffmannii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
CP017183	Enterobacter hormaechei subsp. xiangfangensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
AB681776	Pseudescherichia vulneris	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Pseudescherichia	c	type sp.		"
HQ122932	Enterobacter bugandensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
Z96078	Enterobacter cancerogenus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
VTTY00000000	Enterobacter dykesii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
MK049964	Enterobacter huaxiensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
AJ853891	Enterobacter ludwigii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
AB681872	Leclercia adecarboxylata	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Leclercia	c	type sp.		"
MK567957	Enterobacter wuhouensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
MK049966	Enterobacter chuandaensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
ATDT01000040	Cedecea davisae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cedecea	c	type sp.		"
AB086230	Cedecea neteri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cedecea	c			"
KY797643	Cedecea lapagei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Cedecea	c			"
GU814270	Enterobacter soli	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
VTUC01000000	Enterobacter vonholyi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
LFDQ02000000	Enterobacter quasiroggenkampii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
KP990658	Enterobacter mori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c		Enterobacter mori	"
EU721605	Enterobacter mori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
RXRX01000000	Enterobacter quasimori	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
AB004744	Enterobacter asburiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
CP017184	Enterobacter roggenkampii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
MG832788	Enterobacter sichuanensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
MTSO01000000	Enterobacter chengduensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
JN175348	Curtobacterium plantarum	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	"Curtobacterium	c			"
AJ233423	Pantoea agglomerans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c	type sp.		"
EU216737	Pantoea conspicua	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
EF688012	Pantoea vagans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
EU216735	Pantoea brenneri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
EF688009	Pantoea eucalypti	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
AY530795	Pantoea allii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
JX986959	Flavobacterium acidificum	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	"Flavobacterium	c			"
U80196	Pantoea ananatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
EF688010	Pantoea anthophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
EF688011	Pantoea deleyi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
Y13251	Pantoea stewartii subsp. indologenes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
U80208	Pantoea stewartii subsp. stewartii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
EU216734	Pantoea septica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
MLFP01000054	Pantoea rodasii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
JF295055	Pantoea rwandensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Pantoea	c			"
DQ838096	Tatumella citrea	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Tatumella	c			"
JPKR02000005	Tatumella morbirosei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Tatumella	c			"
FJ756351	Tatumella punctata	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Tatumella	c			"
AJ233437	Tatumella ptyseos	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Tatumella	c	type sp.		"
FJ756353	Tatumella terrea	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Tatumella	c			"
EU215774	Tatumella saanichensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Tatumella	c			"
KF876186	Rosenbergiella collisarenosi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Rosenbergiella	c			"
KF876184	Rosenbergiella epipactidis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Rosenbergiella	c			"
HQ284827	Rosenbergiella nectarea	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Rosenbergiella	c	type sp.		"
KF876187	Rosenbergiella australiborealis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Rosenbergiella	c			"
AB021400	Phaseolibacter flectens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	"Phaseolibacter	c	type sp.		"
AF310218	Kluyvera cryocrescens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kluyvera	c			"
AF310217	Kluyvera intermedia	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kluyvera	c			"
AF025368	Citrobacter braakii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AF025369	Citrobacter murliniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AJ233408	Citrobacter freundii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c	type sp.		"
LT615140	Citrobacter europaeus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
MVFY01000035	Citrobacter portucalensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
MN548424	Citrobacter cronae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AF025373	Citrobacter werkmanii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
AF025367	Citrobacter gillenii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
KP057683	Citrobacter pasteurii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Citrobacter	c			"
JN175339	Yokenella regensburgei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Yokenella	c	type sp.		"
JQ070300	Klebsiella michiganensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
MN091366	Klebsiella pasteurii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AJ871861	Klebsiella grimontii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
MN091365	Klebsiella spallanzanii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AF129440	Klebsiella oxytoca	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AJ508301	Enterobacter kobei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Enterobacter	c			"
MH179329	Klebsiella huaxiensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AB762091	Raoultella electrica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Raoultella	c			"
