	accession_number	organism_name	path
11061	FJ581021	Amycolatopsis thailandensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11062	DQ110876	Amycolatopsis umgeniensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11063	KF771257	Amycolatopsis roodepoortensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11064	AJ400711	Amycolatopsis orientalis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11065	AJ508238	Amycolatopsis keratiniphila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11066	AJ278496	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11067	AJ508236	Amycolatopsis japonica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11068	AY129760	Amycolatopsis regifaucium	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11069	AJ508237	Amycolatopsis decaplanina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11070	KF771262	Amycolatopsis speibonae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11071	AJ400709	Amycolatopsis azurea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11072	AJ293755	Amycolatopsis lurida	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11073	LC225637	Amycolatopsis oliviviridis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11074	JN989302	Amycolatopsis cihanbeyliensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11075	JQ819253	Amycolatopsis jiangsuensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11076	KX119422	Amycolatopsis anabasis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11077	DQ076482	Amycolatopsis minnesotensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11078	ARVW01000001	Amycolatopsis nigrescens	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11079	HQ157190	Amycolatopsis magusensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11080	KP232909	Amycolatopsis xuchangensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11081	KT751086	Amycolatopsis albispora	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11082	EU329845	Amycolatopsis marina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11083	AF479268	Amycolatopsis palatopharyngis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11084	FJ529702	Amycolatopsis xylanica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11085	MG757753	Amycolatopsis suaedae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11086	JN656710	Amycolatopsis dongchuanensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11087	AF223354	Amycolatopsis sacchari	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11088	LC333387	Amycolatopsis rhizosphaerae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11089	GU132436	Amycolatopsis acidiphila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11090	HQ651729	Amycolatopsis bartoniae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11091	MT124453	Amycolatopsis acididurans	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11092	MN399887	Amycolatopsis acidicola	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11093	FJ606836	Haloechinothrix halophila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Haloechinothrix
11094	HQ436534	Haloechinothrix salitolerans	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Haloechinothrix
11095	JX982738	Tamaricihabitans halophyticus	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Tamaricihabitans
11096	AF453717	Amycolatopsis deserti	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11097	HQ668525	Amycolatopsis thermalba	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11098	AJ000285	Amycolatopsis eurytherma	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11099	DQ886938	Amycolatopsis tucumanensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11100	HM153799	Amycolatopsis endophytica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11101	AF466101	Amycolatopsis granulosa	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11102	AY129774	Amycolatopsis thermophila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11103	AJ249135	Amycolatopsis methanolica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11104	AF052390	Amycolatopsis thermoflava	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11105	HQ668524	Amycolatopsis ruanii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11106	AF466095	Amycolatopsis viridis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11107	AB327253	Amycolatopsis helveola	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11108	DQ160215	Amycolatopsis taiwanensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11109	AB327254	Amycolatopsis pigmentata	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11110	MK614053	Amycolatopsis alkalitolerans	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11111	GQ381311	Amycolatopsis pithecellobii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11112	KX608880	Amycolatopsis cappadoca	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11113	Z38018	Saccharomonospora cyanea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11114	AJ306300	Saccharomonospora xinjiangensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11115	GU121457	Saccharomonospora piscinae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11116	Z38017	Saccharomonospora azurea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11117	Z38003	Saccharomonospora glauca	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11118	Z38007	Saccharomonospora viridis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11119	MF185148	Saccharomonospora colocasiae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11120	KU511278	Saccharomonospora xiaoerkulensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11121	JN989292	Saccharomonospora amisosensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11122	FJ812357	Saccharomonospora marina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11123	DQ367416	Saccharomonospora saliphila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11124	KC768771	Saccharomonospora oceani	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11125	AJ278497	Saccharomonospora halophila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11126	AF540959	Saccharomonospora iraqiensis subsp. paurometabolica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11127	AICW01000026	Saccharomonospora iraqiensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora
11128	KF670858	Prauserella coralliicola	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11129	KM670438	Prauserella endophytica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11130	KJ094504	Prauserella flavalba	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11131	CP016353	Prauserella marina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11132	KJ125073	Prauserella shujinwangii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11133	KJ123726	Prauserella oleivorans	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11134	FM956091	Prauserella muralis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11135	KC514355	Prauserella soli	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11136	FJ444992	Prauserella salsuginis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11137	FJ444995	Prauserella sediminis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11138	AF435077	Prauserella alba	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11139	KJ504173	Prauserella isguenensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11140	FJ444994	Prauserella aidingensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11141	AF466190	Prauserella halophila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11142	AF051342	Prauserella rugosa	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
11143	FJ526746	Amycolatopsis arida	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
11144	ATYX01000007	Thermocrispum agreste	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Thermocrispum
11145	ATYT01000011	Thermocrispum municipale	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Thermocrispum
11146	ARAX01000069	Sciscionella marina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Sciscionella
11147	GQ366705	Haloechinothrix alba	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Haloechinothrix
11148	CP022752	Actinopolyspora erythraea	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11149	GU479394	Actinopolyspora xinjiangensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11150	HQ918196	Actinopolyspora righensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11151	AB894336	Actinopolyspora salinaria	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11152	JX485633	Actinopolyspora lacussalsi	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11153	GQ480940	Actinopolyspora alba	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11154	HQ918202	Actinopolyspora mzabensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11155	HQ918195	Actinopolyspora algeriensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11156	HQ918198	Actinopolyspora saharensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11157	KJ504178	Actinopolyspora biskrensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11158	AQUI01000002	Actinopolyspora halophila	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11159	AQZN01000011	Actinopolyspora mortivallis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora
11160	KF981441	Bounagaea algeriensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocaridales_incertae_sedis;Bounagaea
11161	KJ574202	Halopolyspora algeriensis	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Halopolyspora
11162	KF022042	Halopolyspora alba	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Halopolyspora
11163	KF022043	Haloactinomyces albus	Bacteria;Actinomycetota;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Haloactinomyces
11164	KC427277	Salinifilum ghardaiensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Salinifilum
11165	JX193858	Salinifilum aidingensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Salinifilum
11166	KX024578	Salinifilum proteinilyticum	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Salinifilum
11167	KF177334	Saccharopolyspora cavernae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11168	KY072800	Allosaccharopolyspora coralli	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Allosaccharopolyspora
11169	JF411070	Halosaccharopolyspora lacisalsi	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Halosaccharopolyspora
11170	KC295227	Saccharopolyspora halotolerans	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11171	Y09571	Saccharopolyspora spinosporotrichia	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11172	AF002819	Saccharopolyspora taberi	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11173	EU005371	Saccharopolyspora gloriosae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11174	X76962	Saccharopolyspora gregorii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11175	AM420293	Saccharopolyspora erythraea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11176	AM992060	Saccharopolyspora rosea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11177	JX411621	Saccharopolyspora indica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11178	LC212942	Saccharopolyspora maritima	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11179	EU267029	Saccharopolyspora kobensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11180	EF693956	Saccharopolyspora antimicrobica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11181	U93341	Saccharopolyspora hirsuta	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11182	FN179275	Saccharopolyspora hordei	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11183	EF104116	Saccharopolyspora shandongensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11184	JN989298	Saccharopolyspora hattusasensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11185	AEYC01000092	Saccharopolyspora spinosa	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11186	GQ381309	Saccharopolyspora phatthalungensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11187	EF687715	Saccharopolyspora qijiaojingensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11188	JN010255	Saccharopolyspora rectivirgula	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11189	KM114900	Saccharopolyspora subtropica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11190	AF127526	Saccharopolyspora thermophila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11191	EU814512	Saccharopolyspora endophytica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11192	KX037095	Saccharopolyspora spongiae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11193	JQ819260	Saccharopolyspora dendranthemae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11194	FJ214364	Saccharopolyspora tripterygii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11195	AF154128	Saccharopolyspora flava	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11196	MH244320	Saccharopolyspora rhizosphaerae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11197	MF480321	Saccharopolyspora deserti	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11198	DQ923129	Saccharopolyspora halophila	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11199	EF030715	Saccharopolyspora cebuensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
11200	AB511316	Actinophytocola corallina	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11201	AB511315	Actinophytocola timorensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11202	MG190031	Actinophytocola glycyrrhizae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11203	EU420070	Actinophytocola oryzae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11204	AB535095	Actinophytocola burenkhanensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11205	KU242749	Actinophytocola algeriensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11206	KJ013500	Actinophytocola sediminis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11207	EU274339	Actinophytocola xinjiangensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11208	KX083521	Actinophytocola xanthii	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11209	KF955588	Actinophytocola gilvus	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
11210	KX128908	Herbihabitans rhizosphaerae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans
11211	EU921261	Pseudonocardia acaciae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11212	AUII01000066	Pseudonocardia asaccharolytica	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11213	AB514449	Pseudonocardia babensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11214	FR695486	Pseudonocardia hispaniensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11215	GU227146	Pseudonocardia artemisiae	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11216	FJ817375	Pseudonocardia bannensis	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11217	MT361117	Pseudonocardia acidicola	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
11218	AJ252829	Pseudonocardia saturnea	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
